broker_folder,markdown_file,document_sha1,processed_at,raw_json_path,broker_name,publish_date,announcement_stage,procurement_category,project_subcategory,project_name,procurement_method,procurement_action,procurement_scope_summary,budget_amount_yuan,ceiling_price_yuan,winning_amount_yuan,bid_deadline_at,service_period_months,delivery_period_days,winning_supplier
notices,2026-04-24_efbce390_国泰海通证券2026年北区机房配电设备维保服务采购项目竞争性磋商公告.md,2a79e615b7a4c5e3583710896538482c2a8d1059,2026-07-02T00:19:53.788785+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-04-24_efbce390_国泰海通证券2026年北区机房配电设备维保服务采购项目竞争性磋商公告.json,国泰海通证券,2026-04-24,采购招标,IT软硬件,IT运维与外包,国泰海通证券2026年北区机房配电设备维保服务采购项目,竞争性磋商,维保,采购1家供应商提供北区机房配电设备维保服务，实施地点为上海。,,,,2026-05-11 13:30,,,
notices,2026-04-24_f26e5e09_太平养老2026年财汇数据、证券风险预警系统数据及大智慧资讯终端采购项目单一来源采购立项公示.md,adfb9baf653c02e6c3b547e5c3b14544bbff041e,2026-07-02T00:19:53.787787+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-04-24_f26e5e09_太平养老2026年财汇数据、证券风险预警系统数据及大智慧资讯终端采购项目单一来源采购立项公示.json,太平养老保险股份有限公司,2026-04-24,采购招标,专业及金融服务,营销与投研数据,太平养老2026年财汇数据、证券风险预警系统数据及大智慧资讯终端采购项目,单一来源,续采续约,续购财汇金融数据、证券风险预警系统数据一年期服务，并新购21个用户大智慧资讯终端账号一年期授权,,,,,12,,
notices,2026-04-27_2e57499f_国泰海通证券2026年桌面终端集中通讯安全维保采购项目公告.md,ae089e5144c87ea12e773cdaaa5d2d89df020a76,2026-07-02T00:19:53.789782+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-04-27_2e57499f_国泰海通证券2026年桌面终端集中通讯安全维保采购项目公告.json,国泰海通证券,2026-04-27,采购招标,IT软硬件,IT运维与外包,国泰海通证券2026年桌面终端集中通讯安全维保采购项目,竞争性磋商,维保,采购1家供应商提供桌面终端集中通讯安全维保服务，实施地点为上海,,,,2026-05-13 13:30,,,
notices,2026-04-27_998ec3df_国泰海通证券2026年中期策略会会务服务采购项目竞争性磋商公告.md,3948c3397ca9e3e1d3e11e5a9574ceb0fd7f85c9,2026-07-02T00:19:53.789782+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-04-27_998ec3df_国泰海通证券2026年中期策略会会务服务采购项目竞争性磋商公告.json,国泰海通证券,2026-04-27,采购招标,专业及金融服务,营销与投研数据,国泰海通证券2026年中期策略会会务服务采购项目,公开招标,服务订阅,采购1家会议服务供应商，提供会场搭建、会务服务等支持，实施地点为昆明。,,,,2026-05-11 13:30,,,
notices,2026-04-27_ab43fa20_光大证券重庆民权路营业部原址装修工程项目 公开招标公告.md,5bd4a851050a9f83c9c8c2dec9c24641d623e712,2026-07-02T00:19:53.790779+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-04-27_ab43fa20_光大证券重庆民权路营业部原址装修工程项目 公开招标公告.json,光大证券,2026-04-27,采购招标,其他,工程装修与物业,光大证券重庆民权路营业部原址装修工程项目,公开招标,升级改造,对重庆民权路营业部原址进行装修，建筑面积806㎡，包括强电工程等。,776127.58,,,2026-05-21 09:30,,60,
notices,2026-04-27_e6b786d6_国泰海通证券2026年第一期GEO服务商框架协议采购项目竞争性磋商公告.md,4a8fb6fe62ec75e57909290a362e6ce9a67fe911,2026-07-02T00:19:53.791777+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-04-27_e6b786d6_国泰海通证券2026年第一期GEO服务商框架协议采购项目竞争性磋商公告.json,国泰海通证券,2026-04-27,采购招标,IT软硬件,业务系统与软件,国泰海通证券2026年第一期GEO服务商框架协议采购项目,公开招标,服务订阅,采购2家入围供应商提供GEO（生成式引擎优化）技术实施服务,,,,2026-05-11 13:30,,,
notices,2026-04-28_17cc3903_光大证券股份有限公司本部、光大期货2023-2026年度信息技术管理全面审计项目招标公告.md,9da6213747adbdc560fa536cc4208357df2a88d3,2026-07-02T00:19:53.792774+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-04-28_17cc3903_光大证券股份有限公司本部、光大期货2023-2026年度信息技术管理全面审计项目招标公告.json,光大证券,2026-04-28,采购招标,专业及金融服务,审计与咨询服务,光大证券股份有限公司本部、光大期货2023-2026年度信息技术管理全面审计项目,公开招标,服务订阅,采购信息技术管理全面审计服务，覆盖光大证券本部及光大期货2023-2026年度,,562500,,2026-05-19 09:30,,,
notices,2026-04-28_9432595f_中信建投证券新一代财务总账系统采购项目竞争性磋商公告.md,26084d759c01b1410ae87064998ab1f2f02817ce,2026-07-02T00:19:53.793772+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-04-28_9432595f_中信建投证券新一代财务总账系统采购项目竞争性磋商公告.json,中信建投证券,2026-04-28,采购招标,IT软硬件,业务系统与软件,中信建投证券新一代财务总账系统采购项目,竞争性磋商,新购,采购1套新一代财务总账系统，用于财务核算与管理,,,,2026-05-14 09:30,,,
notices,2026-04-28_9e80f1eb_国泰海通证券2026年第五批高性能服务器租赁项目竞争性谈判公告.md,3f5798945cf770402e00a11cba1fc7c367447d66,2026-07-02T00:19:53.793772+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-04-28_9e80f1eb_国泰海通证券2026年第五批高性能服务器租赁项目竞争性谈判公告.json,国泰海通证券,2026-04-28,采购招标,IT软硬件,基础算力与云存储,国泰海通证券2026年第五批高性能服务器租赁项目,公开招标,租赁,租赁若干台高性能服务器，实施地点为上海,,,,2026-05-14 14:00,,,
notices,2026-04-28_ae659ed7_国泰海通证券2026年科技园南区及南方机房低延时防火墙采购项目竞争性磋商公告.md,5159be0fda94b4df53b19bbe55d125e70229d7e6,2026-07-02T00:19:53.794769+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-04-28_ae659ed7_国泰海通证券2026年科技园南区及南方机房低延时防火墙采购项目竞争性磋商公告.json,国泰海通证券,2026-04-28,采购招标,IT软硬件,网络与信息安全,国泰海通证券2026年科技园南区及南方机房低延时防火墙采购项目,竞争性磋商,新购,采购1家供应商提供低延时防火墙，用于科技园南区及南方机房,,,,2026-05-14 13:30,,,
notices,2026-04-28_b4f952e5_申万宏源证券有限公司2026年整体渗透测试服务采购招标公告.md,06304a0bb52a27ebcb1b048b709ab070fea7ebe3,2026-07-02T00:19:53.803746+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-04-28_b4f952e5_申万宏源证券有限公司2026年整体渗透测试服务采购招标公告.json,申万宏源证券有限公司,2026-04-28,采购招标,IT软硬件,网络与信息安全,申万宏源证券有限公司2026年整体渗透测试服务采购,公开招标,服务订阅,采购整体渗透测试服务，为申万宏源证券及13家子公司提供2轮渗透测试（每半年一轮）。,,,,2026-05-19 14:30,24,,
notices,2026-04-28_c7cd02dc_光大证券股份有限公司TIP威胁情报中心_2026_维保项目招标公告.md,5d792cd8b47d41c6a86785808d00572740f75a4c,2026-07-02T00:19:53.804742+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-04-28_c7cd02dc_光大证券股份有限公司TIP威胁情报中心_2026_维保项目招标公告.json,光大证券,2026-04-28,采购招标,IT软硬件,网络与信息安全,光大证券股份有限公司TIP威胁情报中心_2026_维保项目,公开招标,维保,采购北京微步在线威胁情报平台的本地情报订阅与维护支持服务，服务期3年,,770000,,2026-05-21 09:00,36,,
notices,2026-04-28_d4ecc7e2_国泰海通证券2026年金桥数据中心量化服务器搬迁配套线缆采购项目询价公告.md,0621684ae56a7b3fba52d94fa715eb7b7c0b61b0,2026-07-02T00:19:53.804742+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-04-28_d4ecc7e2_国泰海通证券2026年金桥数据中心量化服务器搬迁配套线缆采购项目询价公告.json,国泰海通证券,2026-04-28,采购招标,IT软硬件,IT运维与外包,国泰海通证券2026年金桥数据中心量化服务器搬迁配套线缆采购项目,公开招标,其他,采购1家供应商提供服务器搬迁配套线缆供货服务,,,,2026-05-11 17:00,,,
notices,2026-04-29_312fbdcb_中信建投证券GPU资源管理平台授权扩容采购项目竞争性谈判公告.md,cae5f93703539537c9f996c4cccb3259c919bef9,2026-07-02T00:19:53.808732+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-04-29_312fbdcb_中信建投证券GPU资源管理平台授权扩容采购项目竞争性谈判公告.json,中信建投证券,2026-04-29,采购招标,IT软硬件,业务系统与软件,中信建投证券GPU资源管理平台授权扩容采购项目,竞争性谈判,扩容,采购OrionX GPU池化软件授权，用于GPU资源管理平台授权扩容。,,,,2026-05-12 09:30,,,
notices,2026-04-29_528f62a4_国泰海通证券上海分公司2026年全辖保洁服务框架协议采购项目采购公告.md,44dfaf15d93b79bfd5dc476db764c37b5f259953,2026-07-02T00:19:53.806737+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-04-29_528f62a4_国泰海通证券上海分公司2026年全辖保洁服务框架协议采购项目采购公告.json,国泰海通证券,2026-04-29,采购招标,其他,行政与办公后勤,国泰海通证券上海分公司2026年全辖保洁服务框架协议采购项目,公开招标,服务订阅,采购上海分公司及辖内营业部保洁服务，框架协议期至2029年6月30日，拟入围3家供应商,,,,2026-05-21 09:30,38,,
notices,2026-04-29_660b5f56_中银国际证券股份有限公司一体化财务共享系统建设项目竞争性磋商公告.md,6b04ebd5e9973a534a6da4347a67ead2fbc1a746,2026-07-02T00:19:53.808732+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-04-29_660b5f56_中银国际证券股份有限公司一体化财务共享系统建设项目竞争性磋商公告.json,中银国际证券,2026-04-29,采购招标,IT软硬件,业务系统与软件,中银国际证券股份有限公司一体化财务共享系统建设项目,竞争性磋商,新购,采购一体化财务共享系统，用于优化财务管理模式，支持分支机构集约运营,,,,2026-05-18 09:00,,,
notices,2026-04-29_66976d79_国泰海通证券浙江分公司杭州富春路营业部装修施工采购项目竞争性磋商公告.md,2f6487571d82fbae3d38bf7f15e470493a125b72,2026-07-02T00:19:53.806737+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-04-29_66976d79_国泰海通证券浙江分公司杭州富春路营业部装修施工采购项目竞争性磋商公告.json,国泰海通证券,2026-04-29,采购招标,其他,工程装修与物业,国泰海通证券浙江分公司杭州富春路营业部装修施工采购项目,竞争性磋商,其他,杭州富春路营业部装修施工，建筑面积约1419.6㎡，包括主体装修和强电施工，工期60天。,,1960000,,2026-05-15 13:00,,60,
notices,2026-04-29_6f425ccc_国泰海通证券上海分公司2026年全辖保安服务框架协议采购项目采购公告.md,2afe0efd9f719db79eafa893e3ab7cd649669e94,2026-07-02T00:19:53.808732+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-04-29_6f425ccc_国泰海通证券上海分公司2026年全辖保安服务框架协议采购项目采购公告.json,国泰海通证券,2026-04-29,采购招标,其他,行政与办公后勤,国泰海通证券上海分公司2026年全辖保安服务框架协议采购项目,公开招标,服务订阅,采购上海分公司全辖营业部保安服务，框架协议服务期至2029年6月30日,,,,2026-05-21 09:30,38,,
notices,2026-04-29_7734d9a1_中信建投证券服务器采购项目（第三批）竞争性谈判公告.md,d117f00868bf9ae62b3681c97a022632c5eab52c,2026-07-02T00:19:53.810726+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-04-29_7734d9a1_中信建投证券服务器采购项目（第三批）竞争性谈判公告.json,中信建投证券,2026-04-29,采购招标,IT软硬件,基础算力与云存储,中信建投证券服务器采购项目（第三批）,竞争性谈判,新购,采购非信创服务器，具体规格详见技术规范书。,,,,2026-05-13 09:30,,,
notices,2026-04-29_831fdfe7_国泰海通证券2026-2028年南北区机房动力基础设施运维驻场服务采购项目招标公告.md,0779b65ee4bc2f21af2ee37372a397bac7220a3f,2026-07-02T00:19:53.812720+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-04-29_831fdfe7_国泰海通证券2026-2028年南北区机房动力基础设施运维驻场服务采购项目招标公告.json,国泰海通证券,2026-04-29,采购招标,IT软硬件,IT运维与外包,国泰海通证券2026-2028年南北区机房动力基础设施运维驻场服务采购项目,公开招标,维保,采购南、北区机房7*24小时动力基础设施运维驻场服务，包括机房动力、暖通系统日常监控和环境巡检。,17040000,17040000,,2026-05-26 09:30,36,,
notices,2026-04-30_ab0e5f61_国泰海通证券2026年算力服务框架协议采购项目竞争性磋商公告.md,c935e1ca923b3b81ed4cc7013765c0f61f8b255e,2026-07-02T00:19:53.810726+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-04-30_ab0e5f61_国泰海通证券2026年算力服务框架协议采购项目竞争性磋商公告.json,国泰海通证券,2026-04-30,采购招标,IT软硬件,基础算力与云存储,国泰海通证券2026年算力服务框架协议采购项目,公开招标,服务订阅,采购算力服务，拟入围最多5家供应商，服务地点上海,,,,2026-05-18 13:30,,,
notices,2026-04-30_bb97570e_上海国际招标有限公司关于国泰海通证券 2026 年金融科技园南区厨房设备采购项目的招标公告.md,c3ebb0bc60b86bdd0b24eac3388ac6e01caf1434,2026-07-02T00:19:53.813720+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-04-30_bb97570e_上海国际招标有限公司关于国泰海通证券 2026 年金融科技园南区厨房设备采购项目的招标公告.json,国泰海通证券,2026-04-30,采购招标,其他,行政与办公后勤,国泰海通证券2026年金融科技园南区厨房设备采购项目,公开招标,新购,采购金融科技园南区厨房设备，含运输、安装调试及质保服务,,4250000,,2026-05-21 09:30,,,
notices,2026-04-30_bca4606a_中信建投证券2026年等级保护测评服务采购项目竞争性磋商公告.md,253f0fd8e0011b2b2c643214c38c90b5b5b94fbe,2026-07-02T00:19:53.812720+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-04-30_bca4606a_中信建投证券2026年等级保护测评服务采购项目竞争性磋商公告.json,中信建投证券,2026-04-30,采购招标,IT软硬件,网络与信息安全,中信建投证券2026年等级保护测评服务采购项目,竞争性磋商,服务订阅,选聘1家供应商提供等保测评服务，服务期一年,,,,2026-05-22 10:00,12,,
notices,2026-04-30_efbec7f5_中信建投证券2026年-2028年信息安全服务采购项目招标公告.md,efa6ce13fd33b1d6721be46164b9e5ced0a2f3af,2026-07-02T00:19:53.813720+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-04-30_efbec7f5_中信建投证券2026年-2028年信息安全服务采购项目招标公告.json,中信建投证券,2026-04-30,采购招标,IT软硬件,网络与信息安全,中信建投证券2026年-2028年信息安全服务采购项目,公开招标,服务订阅,采购安全渗透测试及代码审计服务，服务期2年,,,,2026-05-21 09:30,24,,
notices,2026-04-30_fd5b5212_中国中金财富证券有限公司管理和通用能力线下课程采购项目招标公告.md,9b8ee314a58b66b9acba553a5543f71f09e72fe8,2026-07-02T00:19:53.815714+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-04-30_fd5b5212_中国中金财富证券有限公司管理和通用能力线下课程采购项目招标公告.json,中国中金财富证券有限公司,2026-04-30,采购招标,专业及金融服务,人力与外包服务,中国中金财富证券有限公司管理和通用能力线下课程采购项目,公开招标,服务订阅,采购外部管理能力及通用能力线下课程，服务期2年，预算740万元。,7400000,,,2026-05-26 09:30,24,,
notices,2026-05-06_2279eedb_国新证券OEM版APP安全检测认证服务询比采购公告.md,9819818c55be4010e7a4b8442d983fa77e6ac560,2026-07-02T00:19:53.816710+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-05-06_2279eedb_国新证券OEM版APP安全检测认证服务询比采购公告.json,国新证券,2026-05-06,采购招标,IT软硬件,网络与信息安全,国新证券OEM版APP安全检测认证服务,询价采购,服务订阅,采购国新证券OEM版APP的安全检测认证服务，服务期三年。,,436000,,2026-05-14 09:30,36,,
notices,2026-05-06_3ba07ecd_财信证券APP--华为应用市场付费推广采购项目采购公告.md,a9ee6719226796a524cf945d50404e87cfab7e17,2026-07-02T00:19:53.817708+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-05-06_3ba07ecd_财信证券APP--华为应用市场付费推广采购项目采购公告.json,财信证券,2026-05-06,采购招标,专业及金融服务,营销与投研数据,财信证券APP--华为应用市场付费推广采购项目,竞争性磋商,服务订阅,采购华为应用市场付费推广广告服务，包含关键词竞价，服务期1年。,840000,,,2026-05-27 09:30,12,,
notices,2026-05-07_f06d1ee3_国泰海通证券2026年第六批高性能服务器租赁项目竞争性谈判公告.md,f5aa7f91f62aeffcba1e0aed310034040052ca4a,2026-07-02T00:19:53.817708+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-05-07_f06d1ee3_国泰海通证券2026年第六批高性能服务器租赁项目竞争性谈判公告.json,国泰海通证券,2026-05-07,采购招标,IT软硬件,基础算力与云存储,国泰海通证券2026年第六批高性能服务器租赁项目,公开招标,租赁,租赁若干台高性能服务器，实施地点为上海,,,,2026-05-20 14:00,,,
notices,2026-05-08_0d72dfd2_国新证券恒华机房搬迁相关基础资源采购项目-信创服务器（二次）询比采购公告.md,ea8c789227a2a331927446b247d25ed89b486d6e,2026-07-02T00:19:53.819702+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-05-08_0d72dfd2_国新证券恒华机房搬迁相关基础资源采购项目-信创服务器（二次）询比采购公告.json,国新证券,2026-05-08,采购招标,IT软硬件,基础算力与云存储,国新证券恒华机房搬迁相关基础资源采购项目-信创服务器（二次）,其他,新购,采购15台信创服务器，用于机房搬迁项目,,5670000,,2026-05-21 10:00,,,
notices,2026-05-08_174850e6_中信建投证券自动化攻击防护系统及维保服务采购项目（第二次） 谈判公告.md,0233a524f7a2c1eaef94028f45bd6a00ecf7e3df,2026-07-02T00:19:53.821697+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-05-08_174850e6_中信建投证券自动化攻击防护系统及维保服务采购项目（第二次） 谈判公告.json,中信建投证券,2026-05-08,采购招标,IT软硬件,网络与信息安全,中信建投证券自动化攻击防护系统及维保服务采购项目（第二次）,竞争性谈判,新购,采购瑞数Botgate自动化攻击防护系统及维保服务,,,,2026-05-18 09:00,,,
notices,2026-05-08_5b1f40fb_国新证券恒华机房搬迁相关基础资源采购项目-4台SAN交换机租赁询比采购公告.md,eda8168e94d3afee281cde32a202d9231acd8d2c,2026-07-02T00:19:53.823691+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-05-08_5b1f40fb_国新证券恒华机房搬迁相关基础资源采购项目-4台SAN交换机租赁询比采购公告.json,国新证券,2026-05-08,采购招标,IT软硬件,基础算力与云存储,国新证券恒华机房搬迁相关基础资源采购项目-4台SAN交换机租赁,其他,租赁,租赁4台SAN交换机，用于恒华机房搬迁项目,,1320000,,2026-05-21 10:00,,,
notices,2026-05-08_8d2f5670_国新证券恒华机房搬迁相关基础资源采购项目-配件采购（二次）.md,3560f30b0285e594817718938bcb390d0d016dfc,2026-07-02T00:19:53.822694+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-05-08_8d2f5670_国新证券恒华机房搬迁相关基础资源采购项目-配件采购（二次）.json,国新证券,2026-05-08,采购招标,IT软硬件,基础算力与云存储,国新证券恒华机房搬迁相关基础资源采购项目-配件采购（二次）,其他,新购,采购网卡、网线和电源线等机房搬迁配件,,847000,,2026-05-21 10:00,,,
notices,2026-05-08_ac8b5473_国泰海通证券2026年理财中台系统Web应用防火墙设备采购项目公告.md,1240982e2e351135230ab496a79df76c5f5b6028,2026-07-02T00:19:53.823691+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-05-08_ac8b5473_国泰海通证券2026年理财中台系统Web应用防火墙设备采购项目公告.json,国泰海通证券,2026-05-08,采购招标,IT软硬件,网络与信息安全,国泰海通证券2026年理财中台系统Web应用防火墙设备采购项目,竞争性磋商,新购,采购1家供应商提供Web应用防火墙设备，用于理财中台系统安全防护,,,,2026-05-21 13:30,,,
notices,2026-05-08_b4a25b5f_中信建投证券新一代核心交易系统数据库采购项目竞争性磋商公告.md,95148198ba839d21daa42a69ee885e7552ecbb0f,2026-07-02T00:19:53.827190+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-05-08_b4a25b5f_中信建投证券新一代核心交易系统数据库采购项目竞争性磋商公告.json,中信建投证券,2026-05-08,采购招标,IT软硬件,业务系统与软件,中信建投证券新一代核心交易系统数据库采购项目,竞争性磋商,新购,采购新一代核心交易系统所需的信创数据库，用于核心交易系统建设。,,,,2026-05-19 09:30,,,
notices,2026-05-08_fa5b6854_中信建投证券通用文档解析软件采购项目磋商公告.md,b2e53b84a945eb15ed7f95d14f3e80fb8185f393,2026-07-02T00:19:53.828188+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-05-08_fa5b6854_中信建投证券通用文档解析软件采购项目磋商公告.json,中信建投证券,2026-05-08,采购招标,IT软硬件,业务系统与软件,中信建投证券通用文档解析软件采购项目,竞争性磋商,新购,采购通用文档解析模块，支持表格、图片、印章、目录等文档元素的高精度识别。,,,,2026-05-22 13:30,,,
notices,2026-05-11_132762a0_中信建投证券公有云采购项目磋商公告.md,f171a3fdbd3c94edba0b6d88b238d29e8bffed7f,2026-07-02T00:19:53.828188+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-05-11_132762a0_中信建投证券公有云采购项目磋商公告.json,中信建投证券,2026-05-11,采购招标,IT软硬件,基础算力与云存储,中信建投证券公有云采购项目,竞争性磋商,服务订阅,采购公有云服务，服务期3年,,,,2026-05-20 09:30,36,,
notices,2026-05-11_317a236d_光大证券行业智算中心_2026_服务单一来源公示.md,90bf9ac5f22cdacf16ff41a158a177be91ecc4d4,2026-07-02T00:19:53.839188+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-05-11_317a236d_光大证券行业智算中心_2026_服务单一来源公示.json,光大证券,2026-05-11,结果公示,IT软硬件,基础算力与云存储,光大证券行业智算中心_2026_服务,单一来源,服务订阅,租用上交所行业智算中心高性能国产GPU算力服务，用于大模型预训练、精调与推理，服务期1年,,,,,12,,上证所信息网络有限公司
notices,2026-05-12_47f9177f_国泰海通证券2026年WPS办公软件及维保采购项目竞争性谈判公告（第2次）.md,aad631e1f78ed57bb77173485fa54b4112ebb4e2,2026-07-02T00:19:53.840183+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-05-12_47f9177f_国泰海通证券2026年WPS办公软件及维保采购项目竞争性谈判公告（第2次）.json,国泰海通证券,2026-05-12,采购招标,IT软硬件,业务系统与软件,国泰海通证券2026年WPS办公软件及维保采购项目,公开招标,服务订阅,采购1年WPS办公软件产品授权及软件保障服务,,,,2026-05-19 14:00,12,,
notices,2026-05-12_73771237_国泰海通证券2026年科来网络设备维保服务采购项目公告.md,80047c11fb54bb5a0750ff0d2d2e168f5c84725b,2026-07-02T00:19:53.839188+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-05-12_73771237_国泰海通证券2026年科来网络设备维保服务采购项目公告.json,国泰海通证券,2026-05-12,采购招标,IT软硬件,IT运维与外包,国泰海通证券2026年科来网络设备维保服务采购项目,询价,维保,采购科来网络设备维保服务，实施地点为上海,,,,2026-05-19 17:00,,,
notices,2026-05-12_867daf39_中国中金财富证券有限公司上海新机房网络设备采购项目招标公告.md,b700563580371cb66c9ff4c588c3e31c4d248fdd,2026-07-02T00:19:53.842176+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-05-12_867daf39_中国中金财富证券有限公司上海新机房网络设备采购项目招标公告.json,中国中金财富证券有限公司,2026-05-12,采购招标,IT软硬件,网络与信息安全,中国中金财富证券有限公司上海新机房网络设备采购项目,公开招标,新购,采购1套上海新机房网络设备及配套模块，含低延迟交换机、防火墙等,4250000,4250000,,2026-06-03 09:30,,30,
notices,2026-05-12_91f03609_中信建投证券致胜平台定制化开发建设项目竞争性磋商公告.md,8f9dbd9bf493bc101e36b8690ae5796e7f07f65d,2026-07-02T00:19:53.851153+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-05-12_91f03609_中信建投证券致胜平台定制化开发建设项目竞争性磋商公告.json,中信建投证券,2026-05-12,采购招标,IT软硬件,业务系统与软件,中信建投证券致胜平台定制化开发建设项目,竞争性磋商,新购,采购致胜平台定制化开发服务，包含微服务中台、统一推送或消息中心、AI智能应用开发等,,,,2026-05-25 09:30,,,
notices,2026-05-12_a554d1cc_国泰海通证券2026年波分设备维保服务采购项目公告.md,20e348cfeb137e7abcb2d004e32295684cd3a27c,2026-07-02T00:19:53.850157+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-05-12_a554d1cc_国泰海通证券2026年波分设备维保服务采购项目公告.json,国泰海通证券,2026-05-12,采购招标,IT软硬件,IT运维与外包,国泰海通证券2026年波分设备维保服务采购项目,询价,维保,采购波分设备维保服务，实施地点为上海，服务期1年。,,,,2026-05-19 17:00,12,,
notices,2026-05-12_d1cd6e9f_光大证券股份有限公司市场行情源异构工具_信创_2025_扩容项目招标公告.md,2cc38ce66600efc9c7bb3c56311a780a0968f6d7,2026-07-02T00:19:53.851153+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-05-12_d1cd6e9f_光大证券股份有限公司市场行情源异构工具_信创_2025_扩容项目招标公告.json,光大证券,2026-05-12,采购招标,IT软硬件,业务系统与软件,光大证券股份有限公司市场行情源异构工具_信创_2025_扩容项目,公开招标,扩容,采购一套异构行情转发工具，与现有系统并轨运行，支持对接沪深北交易所行情源，满足信创要求。,,600000,,2026-06-02 13:30,,,
notices,2026-05-12_e066282a_光大证券股份有限公司金融云异构公有云2025新建项目招标公告.md,b537bbf8ddff82379486565668d8aa725226e035,2026-07-02T00:19:53.850157+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-05-12_e066282a_光大证券股份有限公司金融云异构公有云2025新建项目招标公告.json,光大证券,2026-05-12,采购招标,IT软硬件,基础算力与云存储,光大证券股份有限公司金融云异构公有云2025新建项目,公开招标,新购,引入另一家公有云服务提供商，建立两朵公有云并行互备架构，采购云主机、对象存储及边缘安全加速服务。,,3640000,,2026-06-02 09:30,12,,
notices,2026-05-12_e2cc8308_中国农业银行甘肃省分行自然人不良贷款批量转让、证券化和收益权转让评估机构选聘项目.md,f0f8a642b026fcb30226e597912b58b6c76b85aa,2026-07-02T00:19:53.853147+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-05-12_e2cc8308_中国农业银行甘肃省分行自然人不良贷款批量转让、证券化和收益权转让评估机构选聘项目.json,中国农业银行甘肃分行,2026-05-12,采购招标,专业及金融服务,审计与咨询服务,中国农业银行甘肃省分行自然人不良贷款批量转让、证券化和收益权转让评估机构选聘项目,公开招标,服务订阅,选聘评估机构，为自然人不良贷款批量转让、证券化和收益权转让提供资产评估服务，服务期三年,,,,2026-06-05 09:00,36,,
notices,2026-05-12_ebb717e7_国泰海通证券2026年数字资产安全管理系统采购项目竞争性磋商公告.md,2c969c9da235deb2670f5a2b651906eb8d34d72e,2026-07-02T00:19:53.853147+00:00,D:\broker-announcement-system-demo\backend\data\raw_json\2026-05-12_ebb717e7_国泰海通证券2026年数字资产安全管理系统采购项目竞争性磋商公告.json,国泰海通证券,2026-05-12,采购招标,IT软硬件,业务系统与软件,国泰海通证券2026年数字资产安全管理系统采购项目,公开招标,新购,采购1套数字资产安全管理系统，实现资产数据接入、清洗及模型落地,,,,2026-05-22 13:30,,,
